RowIdx,Attribute1,Attribute2,Attribute3,Attribute4,OutputClass
2361,21,27.12,0,562.33,0
2362,20.6,24.1,0,466.25,0
2363,21.29,25.2,31,519,0
2364,20.89,32.9,0,1581.5,0
2365,23.96,22.6,261,782,0
2366,20.39,30.17,0,721,0
2367,20.89,30.6,0,1135.5,0
2368,20.5,25.65,0,784.5,0
2369,20.1,18.89,0,439,0
2370,21.7,26.77,0,523.5,0
2371,22.2,27.7,544.2,1152.4,1
2372,23.13,24.53,741.67,602.33,1
2373,21.79,18.2,314,454.75,0
2374,20,35.7,0,537,0
2375,21.79,20.3,489,801.5,1
2376,20.6,20.7,0,457,0
2377,20,18.7,0,441,0
2378,20.29,28.29,0,814.5,0
2379,20.89,34.79,201.25,509.5,0
2380,20.79,26.5,0,1561,0
2381,22.2,30,57,661.75,0
2382,20.39,33.05,0,453,0
2383,20.39,33.5,419,490.33,1
2384,21.7,28.89,454,917,1
2385,20.2,19.1,0,455,0
2386,20.39,32,0,695,0
2387,20.5,30.34,0,741,0
2388,20.25,21.25,0,438,0
2389,20.79,26.29,0,1354,0
2390,19.5,26.6,0,472,0
2391,22.7,17.6,352.67,456.67,0
2392,20.32,33,0,480.33,0
2393,20,31.79,0,586,0
2394,21.1,31.89,36,662.25,0
2395,24,22.6,283,770,0
2396,20.05,31.45,0,589.5,0
2397,20.29,28.5,0,815.33,0
2398,20.5,19.25,0,441.5,0
2399,21.29,19.55,486.5,658.5,1
2400,20.6,27.2,0,497,0
2401,20.13,19.2,143.33,456.33,0
2402,21.89,29.25,454,905.5,1
2403,20.6,30.43,0,785.33,0
2404,21.2,32.34,0,524.5,0
2405,24.1,22.39,257,877.5,0
2406,22.17,34.43,444,1366.33,1
2407,19.6,19.29,0,450,0
2408,20.1,33.16,0,448.33,0
2409,20.84,30.5,0,1173,0
2410,24.1,22.7,275,746.5,0
2411,21.5,28.4,0,565.67,0
2412,20.89,20,0,467,0
2413,20.39,22.39,0,430,0
2414,19.79,36.4,0,510,0
2415,22.13,34.35,429,1481,1
2416,20.39,35.09,90.5,499.75,0
2417,20.46,23.85,0,472.5,0
2418,20.39,27.05,0,864.5,0
2419,21.29,31.32,433,991.33,1
2420,19.5,26.79,0,467.5,0
2421,20,19.29,119.5,450.75,0
2422,20.2,24.1,0,439,0
2423,20.29,33.2,0,449.67,0
2424,21.6,28.89,290,644,0
2425,20,30.39,0,727,0
2426,21.89,30.97,438,610.5,1
2427,21.29,28.14,0,556.5,0
2428,20.72,22.5,0,465,0
2429,22.89,24.86,722.25,598.5,1
2430,19.6,38.59,0,508,0
2431,20.25,30,0,730,0
2432,21.7,20.36,500.67,799.67,1
2433,20,35.4,4.67,523,0
2434,19.5,27.67,0,452.67,0
2435,21.39,19.5,495,665.25,1
2436,20.2,30.6,0,705.5,0
2437,21.79,31.57,441.75,1049,1
2438,20.1,31.79,0,507,0
2439,20.34,18.7,0,430.5,0
2440,22.22,34.42,439,1519,1
2441,19.79,36.4,0,502.5,0
2442,20.15,36.2,6,501,0
2443,19.72,19.39,0,450.5,0
2444,21.6,28.89,252.75,638,0
2445,21.73,28.89,454,896,1
2446,20.32,23.1,419,459.25,0
2447,19.39,30.7,0,438,0
2448,20.71,24.79,405,581.14,1
2449,20.2,18.5,0,427,0
2450,20.2,31.39,0,511.5,0
2451,19.89,36,0,533,0
2452,21,25.13,0,580.25,0
2453,20.5,31.5,0,511.5,0
2454,19.79,19.29,0,439,0
2455,22.29,27.5,563.4,1070.4,1
2456,21.29,31.29,433,955.67,1
2457,22.32,26.1,471.5,862,0
2458,20.05,25.15,0,443,0
2459,20.27,19.22,400,470.25,1
2460,19.7,36.5,0,498.5,0
2461,22.2,27.1,460,1121.25,1
2462,21.6,28.1,454,965,1
2463,19.39,27.1,0,464.5,0
2464,20.2,21.29,0,441.5,0
2465,19.95,35.4,0,542,0
2466,19.5,30.7,0,435,0
2467,20.33,23.2,412.2,476.6,1
2468,20.5,22.2,0,449.5,0
2469,20.5,32.65,0,676,0
2470,20.89,24.65,0,577.5,0
2471,20.79,29.79,0,486.67,0
2472,20.29,32.9,0,456,0
2473,21.2,25.34,0,464.5,0
2474,23.7,24.29,90.33,600,0
2475,20.73,25.1,0,513,0
2476,20.32,31.89,0,701,0
2477,22.5,27.22,474,1079.75,1
2478,19.84,26.55,33.5,421.75,0
2479,20.75,26.29,0,1528,0
2480,21.32,23.89,0,597.5,0
2481,19.2,27.6,0,429,0
2482,20.86,19.77,433,637.5,1
2483,20.6,22.1,0,441.25,0
2484,20.39,30.29,0,729,0
2485,20.7,29.34,0,494.5,0
2486,20.43,19.29,0,429.33,0
2487,19.79,19.2,0,438,0
2488,21.89,28.93,444,886,1
2489,22.23,34.46,439,1511,1
2490,22.34,26.39,447,1074.75,1
2491,20.13,36.29,17.33,506,0
2492,19.22,30.52,26.5,433.5,0
2493,20.29,20.89,0,443,0
2494,20.39,33,0,549,0
2495,20.6,27.79,0,503,0
2496,20.2,33,0,449,0
2497,20.07,33.8,0,546.67,0
2498,19.2,30.7,25.25,429,0
2499,21,24.6,0,571,0
2500,20.89,25,0,556.75,0
2501,22.47,17.36,123,443,0
2502,23.89,26.29,772.75,1163.25,1
2503,21,26.2,0,619.25,0
2504,20.1,32.59,0,558.5,0
2505,20.89,24.1,0,445,0
2506,22.93,30.46,466,1330,1
2507,20.39,30.2,98,617,0
2508,19.75,19.39,0,442,0
2509,21,34,0,1501.33,0
2510,19.5,26.65,0,459,0
2511,21.79,19.2,509,669,1
2512,20.05,18.89,0,438.5,0
2513,20.2,32.79,0,451,0
2514,22.6,28.67,234,630,0
2515,20.55,22,14,836,0
2516,22.2,34.05,466.5,1456,1
2517,20.5,34.74,0,890.5,0
2518,23.1,28.2,517.5,562.2,1
2519,21.29,30.2,0,841,0
2520,19.25,31.1,0,431,0
2521,20.34,22.72,0,439.75,0
2522,23.79,24.2,100.67,615,0
2523,20.86,26.1,0,1501,0
2524,20.7,27.2,0,1423,0
2525,22.29,25.27,433,976.25,1
2526,23.05,26.08,660,994.17,1
2527,20.1,31.6,0,515,0
2528,19.79,27.5,0,444.5,0
2529,21.91,28.31,513,1172.67,1
2530,19.5,27.7,0,452,0
2531,21.79,19.1,546.5,654.5,1
2532,21.29,25.7,0,474.25,0
2533,20.32,33,0,487,0
2534,20.25,32.84,0,459,0
2535,20.79,26.5,0,1552.67,0
2536,20.7,22.5,0,453.5,0
2537,20.5,30.39,0,761.67,0
2538,19.75,27.7,0,435,0
2539,19.25,27.75,0,427,0
2540,21.89,29.92,429,756,1
2541,21.77,19,543.75,626,1
2542,20.2,32.9,0,445,0
2543,20.89,29.5,0,499,0
2544,20.89,19.7,426,594,1
2545,21.65,34.77,474,1341.75,1
2546,20.7,24.6,0,467,0
2547,19.79,36.4,0,503.5,0
2548,20.6,35.13,58.33,503.33,0
2549,20.72,22.5,0,459.25,0
2550,20.7,27.79,0,500,0
2551,22.68,26.57,533.25,1078.5,0
2552,24.2,22.7,238.5,723.5,0
2553,20.17,31.6,0,517.33,0
2554,19.7,36.4,0,506.5,0
2555,21.29,18.89,48,444,0
2556,22.82,28.6,310,635.33,0
2557,21.6,23.55,0,751.5,0
2558,20.6,20.79,0,463,0
2559,19.89,18.89,0,439,0
2560,21.25,27.75,0,770.75,0
2561,19.79,36.79,0,504.5,0
2562,20.39,30.1,0,724,0
2563,21,23.84,0,448.5,0
2564,20.84,19.77,433,635.25,1
2565,21.2,30.2,0,835,0
2566,21.6,20.6,0,775.5,0
2567,21.29,25.34,328.5,519,1
2568,24,24.13,180,665,0
2569,21.79,19,563.5,627,1
2570,20.6,24.53,0,599.33,0
2571,19.75,19.29,0,443,0
2572,19.23,27.73,0,440.33,0
2573,21.15,19.39,0,482,0
2574,20,36.29,11.33,508,0
2575,20.29,19.15,153,458.5,0
2576,20.05,33.2,0,506,0
2577,19.39,26.79,0,464,0
2578,20.89,28.29,0,1350,0
2579,21.6,28.68,0,934.5,0
2580,23,16.86,232.5,441.25,0
2581,19.29,30.6,19,429.5,0
2582,21,33.7,0,1513.67,0
2583,20.2,23,0,437,0
2584,20.15,23.29,0,438,0
2585,20.5,32.79,0,679,0
2586,20.43,35.36,19,508,0
2587,19.79,19.39,0,445,0
2588,19.84,35.45,0,525,0
2589,23.89,25.47,237.25,576,0
2590,20.72,22.52,0,457.4,0
2591,21.6,32.73,441,1318.33,1
2592,20.89,23.63,0,441.67,0
2593,22.2,34.03,472.33,1400.33,1
2594,19.84,35.45,0,523,0
2595,21.15,23.72,419,615.75,1
2596,23.34,24.6,774,622.25,1
2597,21.97,30.47,433,796.25,1
2598,20.29,33.03,0,448.67,0
2599,21.79,19.05,531.5,637,1
2600,20.79,26.79,0,1271,0
2601,19.5,27.39,0,449.5,0
2602,20.39,19.29,0,474,0
2603,19.84,35.4,0,524.5,0
2604,20.5,30.29,0,738.5,0
2605,22.89,25.6,58,560,0
2606,21.77,29,454,897.5,1
2607,21.07,19.57,24,441.25,0
2608,19.5,27,24,421.75,0
2609,19.5,27.79,0,449,0
2610,20.07,36.67,40.5,510.75,0
2611,21.2,27.29,0,725.4,0
2612,19.89,35.5,0,511,0
2613,21.5,18.5,287.25,462,0
2614,22.1,21.29,489,889.75,1
2615,20,18.89,0,437,0
2616,20.5,21.6,0,437.5,0
2617,20.63,25.36,399.67,879.33,1
2618,20.2,30.6,0,709.5,0
2619,19.89,36.29,52.25,508,0
2620,21.89,24.5,0,706,0
2621,20.89,30.1,0,1197,0
2622,21.2,21.17,0,612.33,0
2623,20.7,30.39,0,763,0
2624,20.5,34.79,0,902,0
2625,20.79,26.7,0,1473.5,0
2626,22.1,26.63,464,1047.75,1
2627,19.5,30.1,0,434,0
2628,21.7,28.86,442.75,865.5,1
2629,19.89,36,24,514,0
2630,19.93,29.79,290.67,424.33,0
2631,22.39,26.1,53,923.25,0
2632,20.39,30.39,0,733,0
2633,22,19.79,538.33,735.67,1
2634,20.2,31.39,0,512,0
2635,21.45,19.89,50,708,0
2636,20.6,22.1,0,447,0
2637,20.39,24.7,0,806,0
2638,20.6,29.89,134,617.5,0
2639,22.2,34.29,426,1641,1
2640,20,18.79,0,439.5,0
2641,21.7,28.79,439,862,1
2642,20.36,22.5,0,434.25,0
2643,20,30.23,0,715.5,0
2644,19.79,35.5,0,520,0
2645,22,30.18,433,978,1
2646,20.7,27.18,77.5,424.75,0
2647,20.6,27.15,0,504,0
2648,22.2,26.6,454.67,1069,1
2649,20.75,25,0,519.5,0
2650,20.89,29.29,0,1238.5,0
2651,23.47,25.18,783,674.25,1
2652,20.2,30.39,0,715.67,0
2653,20.36,22.57,0,438.5,0
2654,19.25,30.55,22.5,433,0
2655,21.29,21.2,454,836.5,1
2656,20.7,25.1,0,501.25,0
2657,20.5,34.29,0,816,0
2658,23.89,25.2,820.67,673.67,1
2659,20.29,22.63,0,440.5,0
2660,20.39,30.29,0,735,0
2661,22.1,21.45,479,883.5,1
2662,21.1,29.5,0,526,0
2663,20.29,29,0,729,0
2664,21.2,30.45,0,621.5,0
2665,21.82,29.45,449.5,928,1
2666,22.7,25.29,589.25,1178.5,1
2667,19.89,18.7,0,436,0
2668,21.5,28.1,454,841.75,1
2669,21.1,23.47,0,539.5,0
2670,20.43,32.63,0,658,0
2671,20.15,32.29,0,566.5,0
2672,22.89,28.65,492.75,571.5,1
2673,20.79,26.89,0,1505,0
2674,21.89,31.86,444,1107,1
2675,20.95,36,0,1206.5,0
2676,20.52,22.25,0,446.75,0
2677,24.2,22.7,236,722,0
2678,20.39,32.79,0,661.5,0
2679,20.2,19.1,0,446,0
2680,19.46,27.26,0,428,0
2681,21.89,24.52,0,698.75,0
2682,19.34,27.39,0,430,0
2683,19.7,29.05,0,438,0
2684,19.39,26,0,466,0
2685,20.5,33.2,0,579.5,0
2686,20.2,31.79,0,511,0
2687,20.95,19.7,0,570,0
2688,21.27,32.97,469,1122.67,1
2689,22.73,31.21,441,1372.5,1
2690,20,35.59,0,531.5,0
2691,19.5,27.6,0,451,0
2692,19.6,37.65,0,508,0
2693,19.7,19.2,0,445,0
2694,21.89,18.2,328.5,461.25,0
2695,21.29,21.1,0,593,0
2696,20.29,31.29,0,504,0
2697,19.39,26.84,0,458.5,0
2698,21,25.64,0,571.5,0
2699,21.5,26,0,499,0
2700,20.5,23.07,0,585.33,0
2701,20.26,30.86,0,724.67,0
2702,19.89,35.4,0,532,0
2703,21.29,32.4,0,537,0
2704,19.39,27.2,7,425.5,0
2705,20.65,31.52,438,1066.5,1
2706,21.39,27.86,0,804.67,0
2707,19.39,27.2,9.33,420.67,0
2708,19.79,35.4,0,523,0
2709,20.92,25,0,574,0
2710,20.75,27.15,0,1414,0
2711,20.5,33.29,0,1365,0
2712,21.47,32.67,429,1115,1
2713,23.1,17,285,448.25,0
2714,20.65,22.25,0,452.5,0
2715,20.6,26.65,0,502,0
2716,20.39,31.34,0,717,0
2717,21.7,31,77.5,651.25,0
2718,20.05,30.25,0,722,0
2719,23.07,16.86,250,443.25,0
2720,20.6,22,14,849,0
2721,22.07,28.84,357.8,642.75,0
2722,20.7,24.86,0,485.75,0
2723,20.39,18.6,0,434,0
2724,22,27.77,433.5,620.75,1
2725,19.89,34.5,0,540,0
2726,20.93,23,0,492.33,0
2727,22.2,26.82,441,832.67,1
2728,22.42,29.65,118,656.5,0
2729,21.1,23.47,0,545.5,0
2730,21.5,19.45,516.5,659,1
2731,21.2,21,456,801.25,1
2732,19.6,26.7,0,461,0
2733,23.07,17.26,297,448.67,0
2734,21.1,33.07,454,1369.75,1
2735,21.79,28,0,592,0
2736,21,25.45,0,570.5,0
2737,23.1,17.29,310.5,446.5,0
2738,22.2,27.56,555,1092.4,1
2739,23.72,22.82,289,835,0
2740,20.29,22.79,0,437,0
2741,21.36,24.29,429,742.67,1
2742,20.29,31.03,0,723.67,0
2743,20.5,33.5,0,660.5,0
2744,21.1,25.39,0,448,0
2745,21.63,27.92,446.5,859.75,1
2746,20.6,24.39,0,465.75,0
2747,20.39,32.9,0,527,0
2748,20.29,18.7,0,434,0
2749,20.67,24.46,0,465.33,0
2750,20.5,25.29,0,800,0
2751,21.6,28.1,0,585,0
2752,23.86,25.47,237.5,546,0
2753,21.96,37.56,434,1798.33,1
2754,19.82,35.4,0,516.33,0
2755,21.39,27.52,460.25,980.5,1
2756,19.5,27,0,458,0
2757,21.7,27.97,489,1080.5,1
2758,21.1,36.15,0,1287,0
2759,21.1,23.39,0,537.75,0
2760,20.45,25.29,0,799,0
2761,20.25,32.9,0,469,0
2762,20.79,26.7,0,1262,0
2763,20.79,26.29,0,1391.33,0
2764,21.6,31.2,40.5,663,0
2765,20,34.5,0,535,0
2766,19.89,36,24,509,0
2767,20.5,22.32,0,437,0
2768,20.89,24.27,0,578.5,0
2769,19.2,31.45,0,434,0
2770,19.45,26.39,0,471.5,0
2771,21.77,20.32,496.5,806,1
2772,22.1,26.03,459,1011.67,1
2773,20.6,30.39,0,790.67,0
2774,20.6,26.29,0,519,0
2775,19.5,30.5,0,440,0
2776,22.1,37.82,426,1801.75,1
2777,20.39,27.1,0,860.67,0
2778,20.29,20.7,0,440.5,0
2779,20.25,33.09,0,453,0
2780,21.79,28.26,502,1148.67,1
2781,20.79,35.79,0,1158,0
2782,21.7,27,528.33,995.33,1
2783,22,28.79,179,641.5,0
2784,22.92,23.47,645.5,906.5,1
2785,21.1,34.29,0,1493.5,0
2786,21.97,30.5,75.5,676.75,0
2787,21.1,19.79,0,517,0
2788,20.26,31.26,0,507,0
2789,22.18,21.39,513.5,899.25,1
2790,21.67,34.66,479,1342.67,1
2791,20,32.2,0,578,0
2792,20.6,35,0,970.5,0
2793,19.39,31.2,0,433,0
2794,21.89,21.27,454,896,1
2795,20.36,31.2,0,510.33,0
2796,20.5,22.29,0,764,0
2797,20.65,34.15,419,532,1
2798,20.55,24.4,0,563.5,0
2799,21,29.5,0,533,0
2800,23.89,24.2,135.75,660.75,0
2801,20.5,32.79,0,648,0
2802,23.1,17,271,441.67,0
2803,20.03,33.63,0,505.33,0
2804,21.39,32.59,0,586,0
2805,21.2,19.45,0,485.5,0
2806,21,29.45,0,519,0
2807,20.89,25.36,0,526,0
2808,21.86,18.17,311.33,462,0
2809,21.7,29.1,459,885,1
2810,19.84,35.34,0,522.5,0
2811,19.5,38.79,0,508,0
2812,20.79,27,14,1475.25,0
2813,22.65,24.9,726.75,585,0
2814,21.89,30.36,433,791.75,1
2815,19.39,27.13,20.67,424,0
2816,21.2,25.39,0,471,0
2817,21,24.6,0,571.5,0
2818,20.89,19.79,0,592,0
2819,20.79,25,0,532,0
2820,20.29,33.09,0,449.5,0
2821,20.7,27.79,90,422,0
2822,20.2,18.5,0,427.5,0
2823,19.6,38.05,0,502,0
2824,19.25,30.57,6,430.25,0
2825,20.54,24.1,0,463.8,0
2826,23.7,26,655.67,563.67,0
2827,20.34,30.39,0,733.5,0
2828,20.6,24.05,0,552.5,0
2829,20.25,29.7,0,729,0
2830,20.5,23.77,0,580.67,0
2831,20.79,34.5,62.5,513,0
2832,20,35.59,0,534,0
2833,19.1,31,16.25,436,0
2834,20.1,36.29,31,511,0
2835,22.18,33.95,471.5,1481.75,1
2836,20.5,25.2,0,800,0
2837,20.79,26.26,0,1349,0
2838,19.5,26.79,0,471.5,0
2839,21.7,32.92,454,1187.5,1
2840,20.79,24.7,0,561,0
2841,20.86,20,9.33,444.33,0
2842,21.7,37.15,0,1623.5,0
2843,21.6,27.52,474,1040.25,1
2844,22.13,29.1,390.5,632,0
2845,21.29,20.29,0,689,0
2846,19.89,19,0,442.5,0
2847,21.5,28.82,0,622.33,0
2848,20.77,34.59,222,497,0
2849,22.1,17.82,89.33,441,0
2850,20.36,30.22,71.25,616.75,0
2851,21.2,29.6,0,752,0
2852,21.82,28.07,0,595.67,0
2853,21.93,30.36,433,789,1
2854,20.96,19.63,0,574.33,0
2855,21.27,31.36,419,977,1
2856,19.6,38.29,0,504,0
2857,20.79,27.55,0,1358.5,0
2858,20.29,26.13,0,815.33,0
2859,20.29,32.9,0,459,0
2860,21,26.7,0,562,0
2861,20.39,24.29,0,813.5,0
2862,22.39,28.39,532,1054,1
2863,21.7,28.95,459,918.5,1
2864,20.6,26,0,535.5,0
2865,22.39,26.79,444,1074,1
2866,21.68,28.77,0,941,0
2867,20.89,19.89,0,467,0
2868,23,28.5,304.5,632.5,0
2869,21.2,32.79,13,1115.5,0
2870,19.89,35.4,0,499,0
2871,21,35.86,433,771.33,1
2872,23.89,25.7,268,601,0
2873,19.89,35.2,0,539,0
2874,19.26,30.57,31,433.33,0
2875,23.57,27.79,464,1026.25,1
2876,20.89,24.93,0,571,0
2877,20.39,26.39,0,860,0
2878,20,34.9,0,537,0
2879,20.2,32.9,0,446.33,0
2880,22.2,34.4,433,1750,1
2881,20.15,21.29,0,452,0
2882,20.5,32.7,0,668.5,0
2883,19.79,19.2,0,440.5,0
2884,20.39,31.89,0,704.5,0
2885,20.27,22.68,0,437,0
2886,20.89,25.52,0,579.33,0
2887,20.1,32.4,0,566,0
2888,20.75,29.52,0,487.5,0
2889,21.6,34.09,0,1487,0
2890,20.79,27.89,0,1323.5,0
2891,22.1,27.2,0,563,0
2892,20.29,33.09,0,447,0
2893,21.5,36.7,0,1462.5,0
2894,22.97,25.39,693.75,970,1
2895,21,25.26,0,576,0
2896,20.6,26.89,0,508,0
2897,20.89,19.63,428.33,595.33,1
2898,21.29,21.24,468.2,843.5,1
2899,21.1,36.09,433,798.5,1
2900,20.29,20.79,0,446.33,0
2901,19.89,18.76,0,437.67,0
2902,21.79,21.72,444,936,1
2903,23,25.39,62.5,564,0
2904,19.2,30.63,7,435.5,0
2905,21,34.09,0,1472,0
2906,20,36.29,7,506,0
2907,19.89,26.6,0,441,0
2908,20.25,29.6,0,726.5,0
2909,21.29,25.67,527.25,800.75,1
2910,21,25,0,440.5,0
2911,19.5,26.89,0,467.5,0
2912,20.29,28.39,0,825.5,0
2913,20.39,30.39,0,732,0
2914,21.34,32.59,0,583,0
2915,19.96,35.5,0,538,0
2916,22.1,34.42,443.5,1515,1
2917,20.75,26.89,0,1525,0
2918,22.5,27.39,461,1068.33,1
2919,20.95,25,0,539,0
2920,21.17,19.5,0,474.67,0
2921,19.79,19.1,0,436,0
2922,20.39,26.39,0,859,0
2923,20.7,26.5,0,1543,0
2924,20.57,22.29,0,446.5,0
2925,22,34.29,0,1544,0
2926,19.25,31.6,0,429,0
2927,23.25,25.82,178,984,0
2928,20.45,33.15,0,581,0
2929,20.5,22.7,0,610,0
2930,20.7,25.6,0,545,0
2931,20,18.7,0,436,0
2932,22.13,39.09,433,2023,1
2933,19.32,31.36,0,435,0
2934,22,28.02,418.5,614,1
2935,20.89,32.59,0,1511,0
2936,21.2,26.29,439,853.5,1
2937,20.2,31.39,0,512,0
2938,20,35.7,0,543.33,0
2939,23.25,25.71,178,961,0
2940,22.29,26.6,464,541.33,1
2941,21.79,18.2,64.5,436.5,0
2942,20.39,25.96,0,804,0
2943,20,35.4,0,539,0
2944,20.79,26.2,0,1369,0
2945,22.45,29.65,107,653.5,0
2946,21.7,29.86,438,912.5,1
2947,20.55,27.55,0,499,0
2948,21.89,28.1,0,600,0
2949,19.39,26.89,0,461,0
2950,20.67,24.17,0,467.67,0
2951,22.18,38.97,328,1986.5,1
2952,21.79,21.79,447.4,942,1
2953,20.5,22.39,0,435.75,0
2954,22.22,27.07,449.5,584.25,1
2955,20.6,26.2,74,418,0
2956,21.77,24.86,490,847.75,1
2957,19.1,30.92,12,433,0
2958,22.22,17.68,99.5,443.5,0
2959,22.13,34.66,433,1649,1
2960,21.1,27.45,0,563.5,0
2961,20.79,24.95,0,521.75,0
2962,21.7,26.79,0,520,0
2963,21.75,19.05,581.75,626.75,1
2964,20.89,24.29,0,579,0
2965,21.41,25.87,529.8,832,1
2966,19.79,37.13,0,505,0
2967,23.7,24.29,105.67,609.33,0
2968,20.7,25.1,0,493.33,0
2969,20.1,36.59,52,498.67,0
2970,21.1,34.2,0,1520,0
2971,21,33.79,0,1538,0
2972,20.1,33.09,0,558,0
2973,20.25,29.75,0,733.5,0
2974,23.95,22.7,284.5,779,0
2975,22.39,26.68,444,1056.5,1
2976,19.39,26.79,0,467.5,0
2977,19.89,30.39,0,714,0
2978,20.7,31.79,0,515,0
2979,20.1,24.25,0,439.5,0
2980,19.63,30.13,69.75,428.25,0
2981,20.79,32.2,0,1545,0
2982,20.39,18.7,0,434,0
2983,21.7,29.79,429,889.33,1
2984,21.5,28.18,454,1012.25,1
2985,20.1,36.59,19,512.5,0
2986,23.7,26.56,481.8,824,1
2987,19.5,27.79,0,447.5,0
2988,20,35.5,14,519.33,0
2989,20.5,34.9,0,916,0
2990,20.1,32.26,0,568.67,0
2991,21,25.05,0,442.5,0
2992,20.89,29.6,0,1201,0
2993,20.6,30.39,0,779,0
2994,21.15,24.92,449.33,750.33,1
2995,21,26.75,0,558,0
2996,21.75,35.48,474.5,1453,1
2997,20.89,31.65,0,1466,0
2998,21.95,30.25,419,991.75,1
2999,23.89,22.7,293.67,827.33,0
3000,19.79,35.5,0,535,0
3001,21.47,28.39,446.5,1012,1
3002,22.42,17.7,355.75,452.25,0
3003,21.1,23.5,0,524.5,0
3004,20.39,32.29,0,675,0
3005,19.93,25.96,0,444.33,0
3006,20.89,25,0,555.5,0
3007,21.07,29.36,214.75,628.25,0
3008,20.29,33.09,0,457.33,0
3009,21.89,34.29,0,1525,0
3010,20.17,30.39,0,711.67,0
3011,21.1,29.34,0,529,0
3012,20.89,30.39,0,1190,0
3013,22,38.47,441,1915.67,1
3014,19.57,27.57,393.67,492.33,0
3015,20,35.79,31,512,0
3016,20.2,33,0,441,0
3017,19.5,26.65,0,470.5,0
3018,21,20.82,437.25,752.25,1
3019,20.63,30.72,419,814.25,0
3020,22.1,30.29,87,660.67,0
3021,20,35.15,0,532.5,0
3022,20.79,29.45,141,609.5,0
3023,24,22.6,275,770,0
3024,22.18,34.48,444.25,1366.5,1
3025,19.29,31.55,0,434.5,0
3026,19.25,31.15,36,428.75,0
3027,21.39,27.39,449,962,1
3028,19.55,39,0,507.5,0
3029,22,27.7,423.5,624,1
3030,20.05,31.39,0,593.5,0
3031,20.5,19.7,0,437,0
3032,20.7,30.2,0,768.67,0
3033,21,19.5,0,569,0
3034,20.1,36.2,6,506,0
3035,20.1,18.89,0,443.5,0
3036,22.1,38.73,447,1981.67,1
3037,20.29,33,0,465,0
3038,22.03,30.39,87,667,0
3039,20.5,34,0,752,0
3040,21,25.39,14,515.5,0
3041,21.2,26.79,0,677.67,0
3042,19.15,30.89,13,432.5,0
3043,21.67,28.5,446,864.67,1
3044,19.89,26.1,0,445.5,0
3045,22.1,26.2,439,1025.67,1
3046,20.89,32.48,436.5,1237.75,1
3047,20.57,30.39,0,747.67,0
3048,19.5,39.5,0,502.5,0
3049,20.7,26.79,0,1277,0
3050,23.29,27.14,538.8,1019.8,1
3051,19.25,30.55,6,437,0
3052,20.5,22.89,0,584,0
3053,21.89,30.25,419,982.25,1
3054,20.53,22.26,0,453.67,0
3055,21,25.75,0,564,0
3056,22.67,26.57,524,1053,0
3057,20.74,25.1,0,511.8,0
3058,20.1,31.29,0,600.5,0
3059,19.75,37.24,0,506.5,0
3060,20.5,32.79,0,674,0
3061,20,30.55,0,724,0
3062,20.7,25.45,0,549.5,0
3063,20.46,25.67,0,778,0
3064,19.89,35.79,0,528,0
3065,20.34,30.2,0,718,0
3066,20.89,29.7,0,1252.5,0
3067,21.89,37.7,444,1823.5,1
3068,21,30.06,0,517.33,0
3069,19.7,19.39,0,449.67,0
3070,22.57,25.6,648.67,942.17,1
3071,20.5,30.29,0,735.5,0
3072,19.57,19.55,38.75,450.25,0
3073,21.7,31.32,440.25,610.75,1
3074,20.39,24.79,0,807,0
3075,20.46,21.57,0,438.67,0
3076,20.83,24.93,0,541.25,0
3077,21.73,32.83,464,1153.33,1
3078,20.39,30.15,0,711,0
3079,24.1,22.5,241.5,814.25,0
3080,21.2,25.1,0,440.5,0
3081,21.65,29.02,457.75,876,1
3082,22.29,25.96,454,801,1
3083,20.36,18.6,0,428.67,0
3084,21.5,28.25,454,964.5,1
3085,20,35.79,0,529.5,0
3086,20.1,21,0,444,0
3087,20.39,26.5,0,855,0
3088,20.95,20.5,443.5,710,1
3089,20,30.29,0,716.5,0
3090,20.1,32.7,0,508,0
3091,20.79,26.29,0,1521,0
3092,23.5,24.89,95,590,0
3093,22.2,27.72,547,1153.75,1
3094,20.29,18.5,0,439,0
3095,20.2,21.2,0,446.5,0
3096,21.2,25.2,0,458.67,0
3097,20.89,36.05,0,1237,0
3098,20.39,22.5,0,433.5,0
3099,22.1,38.79,433,2007,1
3100,22.1,21.15,499,893.5,1
3101,21.34,31.95,433,1014,1
3102,20.39,26,0,842,0
3103,21.92,36.84,444,1682.75,1
3104,20,35.59,14,521.5,0
3105,21,24.5,0,574,0
3106,20.89,29.2,0,1244,0
3107,20.68,25.07,0,498.75,0
3108,19.79,36.24,0,502.5,0
3109,22.32,25.07,538.5,1129,1
3110,20.1,32.29,0,564.5,0
3111,19.39,26.7,0,466,0
3112,20.67,22.17,437,692,1
3113,20,30.29,0,711,0
3114,19.6,38.09,0,500,0
3115,21.5,28.1,459,871,1
3116,22.5,27.34,454,1074,1
3117,20.95,25.6,14,512,0
3118,19.79,19.29,0,438,0
3119,21.32,27.2,515.5,1004.5,1
3120,22.1,24.29,433,884,1
3121,19.65,38.34,0,507,0
3122,23.2,25.5,171,907,0
3123,21.1,24.89,0,435.5,0
3124,21.89,31.89,444,1101,1
3125,19.89,19,0,443,0
3126,19.89,35.45,0,518.5,0
3127,21.89,37.5,0,1729.5,0
3128,19.89,36.05,26.5,511,0
